,Title,Studios,Genres,Rank,Completed_count,Year,Anime_id
4133,Katsugeki/Touken Ranbu,ufotable,Action|Fantasy|Historical|Samurai,3128,30516,2017,33018
4134,Animegataris,WAO World,Comedy|Parody|School,3573,31433,2017,35427
4135,Kore wa Zombie Desu ka? of the Dead,Studio Deen,Action|Comedy|Supernatural|Ecchi|Harem,511,281792,2012,10790
4136,Gankutsuou,Gonzo,Drama|Mystery|Sci-Fi|Supernatural|Suspense,1150,76148,2004,239
4137,Keijo!!!!!!!!,Xebec,Action|Sports|Ecchi|Shounen,1397,205593,2016,32686
4138,Ikkitousen: Great Guardians,Arms,Action|Ecchi|Martial Arts|School|Super Power,3042,37752,2008,4196
4139,Komori-san wa Kotowarenai!,Artland,Comedy|Slice of Life|School,3563,36983,2015,31091
4140,Lupin III: Part 5,Telecom Animation Film,Action|Adventure|Comedy|Mystery|Seinen,1908,15957,2018,35857
4141,Seven Knights Revolution: Eiyuu no Keishousha,LIDENFILMS|domerica,Action|Adventure|Fantasy,4242,19450,2021,47391
4142,Princess Connect! Re:Dive,CygamesPictures,Action|Adventure|Comedy|Fantasy,1465,106554,2020,39292
4143,Shoumetsu Toshi,Madhouse,Action|Adventure|Drama|Fantasy|Mystery,6218,15800,2019,37952
4144,Code Geass: Hangyaku no Lelouch,Sunrise,Action|Drama|Sci-Fi|Mecha|Military|School|Super Power,51,1463220,2006,1575
4145,Monochrome Factor,A.C.G.T.,Action|Boys Love|Supernatural,3195,24881,2008,3656
4146,Ai Yori Aoshi,J.C.Staff,Comedy|Drama|Romance|Slice of Life|Harem|Seinen,1864,63852,2002,53
4147,Toaru Kagaku no Accelerator,J.C.Staff|A.C.G.T.,Fantasy|Supernatural|School|Super Power,1256,98317,2019,38480
4148,Overlord III,Madhouse,Action|Fantasy|Supernatural|Game,186,586648,2018,37675
4149,Shuffle!,asread.,Comedy|Drama|Fantasy|Romance|Ecchi|Harem|School|Seinen,1432,161817,2005,79
4150,Isekai Quartet 2,Studio PuYUKAI,Comedy|Fantasy|Parody,566,146336,2020,39988
4151,.hack//Roots,Bee Train,Adventure|Drama|Fantasy|Sci-Fi|Game,2621,43811,2006,873
4152,Jashin-chan Dropkick,Nomad,Comedy|Supernatural,2743,38250,2018,36906
4153,Kami nomi zo Shiru Sekai II,Manglobe,Comedy|Romance|Supernatural|Harem|Shounen,187,296106,2011,10080
4154,Tsukimonogatari,Shaft,Comedy|Mystery|Supernatural|Ecchi,183,272468,2014,28025
4155,Nora to Oujo to Noraneko Heart,W-Toon Studio|DMM.futureworks,Comedy|Ecchi,6301,17203,2017,32447
4156,Nagi no Asu kara,P.A. Works,Drama|Fantasy|Romance,609,271256,2013,16067
4157,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,feel.|Hotline|Children's Playground Entertainment,Adventure|Fantasy|Romance,3393,60269,2021,46985
4158,Koi to Producer: EVOL×LOVE,MAPPA,Mystery|Romance|Sci-Fi|Super Power,4753,15977,2020,40075
4159,Phi Brain: Kami no Puzzle,Sunrise,Action|Mystery|Game|Shounen,2108,50931,2011,9981
4160,Kyokou Suiri,Brain's Base,Mystery|Romance|Supernatural|Demons|Shounen,1059,184907,2020,39017
4161,Kuroko no Basket 2nd Season,Production I.G,Comedy|Sports|School|Shounen,52,622574,2013,16894
4162,Dr. Stone,TMS Entertainment,Adventure|Comedy|Sci-Fi|Shounen,42,971015,2019,38691
4163,Mob Psycho 100 II,Bones,Action|Comedy|Slice of Life|Supernatural,7,909643,2019,37510
4164,Rakudai Kishi no Cavalry,SILVER LINK.|Nexus,Action|Fantasy|Romance|Ecchi|School,307,625355,2015,30296
4165,Shingeki no Kyojin Season 2,Wit Studio,Action|Drama|Fantasy|Mystery|Military|Super Power|Shounen,4,1966988,2017,25777
4166,Keppeki Danshi! Aoyama-kun,Studio Hibari,Comedy|Sports|Seinen,1578,86533,2017,34825
4167,Love Lab,Doga Kobo,Comedy|Romance|School,1141,86499,2013,16353
4168,Junketsu no Maria,Production I.G,Comedy|Fantasy|Romance|Historical|Seinen,1553,73827,2015,26441
4169,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,Maho Film,Drama|Fantasy|Game|Shounen,2124,61337,2021,44881
4170,Radiant,Lerche,Action|Adventure|Fantasy,2136,77081,2018,37202
4171,Freezing Vibration,A.C.G.T.,Action|Drama|Romance|Sci-Fi|Ecchi|Harem|Martial Arts|Military|Seinen,2069,113840,2013,18001
4172,Nisekoi,Shaft,Comedy|Romance|Harem|School|Shounen,180,737518,2014,18897
4173,Gibiate,Studio elle|l-a-unch・BOX,Action|Fantasy|Horror|Martial Arts|Samurai,8456,14128,2020,40074
4174,Sword Art Online: Alicization - War of Underworld 2nd Season,A-1 Pictures,Action|Adventure|Fantasy|Romance|Game,781,347868,2020,40540
4175,Nogizaka Haruka no Himitsu,Diomedéa,Comedy|Romance,1543,84226,2008,3467
4176,Zoku Natsume Yuujinchou,Brain's Base,Drama|Slice of Life|Supernatural|Demons|Shoujo,217,147196,2009,5300
4177,Kodai Ouja Kyouryuu King,Sunrise,Adventure|Fantasy|Kids,4686,15758,2007,3576
4178,Ranma ½,Studio Deen,Comedy|Fantasy|Slice of Life|Martial Arts|Shounen,602,110332,1989,210
4179,Jitsu wa Watashi wa,TMS Entertainment|3xCube,Comedy|Fantasy|Romance|Supernatural|School|Vampire|Shounen,1389,146403,2015,29785
4180,"Komi-san wa, Comyushou desu.",OLM,Comedy|Slice of Life|School|Shounen,254,264552,2021,48926
4181,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Lerche,Action|Horror|Mystery|Psychological,1020,215494,2016,32189
4182,Seisen Cerberus: Ryuukoku no Fatalités,Bridge,Adventure|Fantasy,4720,43295,2016,32595
4183,Natsume Yuujinchou Go,Shuka,Drama|Slice of Life|Supernatural|Demons|Shoujo,420,85035,2016,32983
4184,Hinamatsuri ,feel.,Comedy|Supernatural|Seinen,155,257046,2018,36296
4185,Etotama,Shirogumi|Encourage Films,Action|Comedy|Fantasy,3003,32339,2015,28221
4186,Toji no Miko,Studio Gokumi,Action|Fantasy,3486,22215,2018,35589
4187,Zetsuen no Tempest,Bones,Action|Drama|Fantasy|Mystery|Psychological|Shounen,385,297049,2012,14075
4188,Toaru Majutsu no Index,J.C.Staff,Action|Sci-Fi|Super Power,392,437001,2008,4654
4189,Shinryaku! Ika Musume,Diomedéa,Comedy|Slice of Life|Shounen,927,102141,2010,8557
4190,Sengoku Basara,Production I.G,Action|Historical|Martial Arts|Samurai|Super Power,1449,75600,2009,5355
4191,Sacred Seven,Sunrise,Action|Sci-Fi|School|Super Power,3080,41361,2011,10156
4192,Majo no Tabitabi,C2C,Adventure|Fantasy,692,157315,2020,40571
4193,Coppelion,GoHands,Action|Sci-Fi|Seinen,3037,56131,2013,9479
4194,Kuroko no Basket 3rd Season,Production I.G,Comedy|Sports|School|Shounen,107,529591,2015,24415
4195,Higurashi no Naku Koro ni Sotsu,Passione,Avant Garde|Horror|Mystery|Supernatural|Suspense|Psychological,3142,34353,2021,48488
4196,Loveless,J.C.Staff,Action|Boys Love|Drama|Fantasy|Mystery|Romance|Supernatural|Josei,2445,87052,2005,149
4197,Kämpfer,Nomad,Action|Comedy|Girls Love|Romance|Ecchi|School|Super Power,2150,178154,2009,6205
4198,Hourou Musuko,AIC Classic,Drama|Romance|Slice of Life|School|Seinen,1574,44415,2011,8426
4199,Blood+,Production I.G,Action|Drama|Horror|Mystery|Supernatural|Military|Vampire,792,174941,2005,150
4200,Cheating Craft,Blade,Action|Comedy|School,5787,25492,2016,33771
4201,Kuma Kuma Kuma Bear,EMT Squared,Adventure|Comedy|Fantasy,1702,67518,2020,40974
4202,Hanasaku Iroha,P.A. Works,Comedy|Drama|Slice of Life,517,139068,2011,9289
4203,M3: Sono Kuroki Hagane,Satelight,Action|Drama|Mystery|Sci-Fi|Mecha|Psychological,4027,19194,2014,23133
4204,Kimi to Boku.,J.C.Staff,Comedy|Drama|Romance|Slice of Life|School|Shounen,1199,71862,2011,10460
4205,Rokujouma no Shinryakusha!? ,SILVER LINK.,Comedy|Supernatural|Harem|School,1328,101587,2014,22865
4206,Hayate no Gotoku!,SynergySP,Action|Comedy|Romance|Harem|Parody|Shounen,976,103866,2007,2026
4207,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Maho Film,Fantasy|Slice of Life,1445,102458,2019,39324
4208,To LOVE-Ru,Xebec,Comedy|Romance|Sci-Fi|Ecchi|Harem|School|Shounen,899,366822,2008,3455
4209,Aoki Hagane no Arpeggio: Ars Nova,SANZIGEN,Action|Sci-Fi|Seinen,1496,82018,2013,18893
4210,D.Gray-man Hallow,TMS Entertainment,Action|Adventure|Demons|Super Power|Shounen,1080,97284,2016,32370
4211,Sora no Method,Studio 3Hz,Drama|Fantasy|Slice of Life|School,2913,38332,2014,23209
4212,Aa! Megami-sama! ,AIC,Comedy|Romance|Supernatural|Seinen,1277,91122,2005,50
4213,Pokemon Diamond & Pearl,OLM,Action|Adventure|Comedy|Fantasy|Kids,1272,101552,2006,1565
4214,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,Nomad,Comedy|Drama|Romance|Ecchi|Harem,3189,39003,2011,9922
4215,Kimi ga Nozomu Eien,Studio Fantasia,Drama|Romance|Slice of Life,1936,80035,2003,147
4216,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Brain's Base,Comedy|Drama|Romance|Slice of Life|School,50,920273,2013,14813
4217,Owari no Seraph,Wit Studio,Action|Drama|Supernatural|Military|Vampire|Shounen,201,818802,2015,26243
4218,Romeo x Juliet,Gonzo,Drama|Fantasy|Romance|Historical,1296,86279,2007,1699
4219,Paradise Kiss,Madhouse,Comedy|Drama|Romance|Slice of Life|Josei,900,107952,2005,322
4220,Kabukichou Sherlock,Production I.G,Comedy|Drama|Mystery,3339,21166,2019,38161
4221,Toaru Kagaku no Railgun S,J.C.Staff,Action|Sci-Fi|Super Power,216,236159,2013,16049
4222,Lovely★Complex,Toei Animation,Comedy|Romance|Shoujo,289,326134,2007,2034
4223,Tejina-senpai,LIDENFILMS,Comedy|Ecchi|School|Seinen,2170,127896,2019,38610
4224,High School DxD BorN,TNK,Action|Comedy|Romance|Ecchi|Demons|Harem|School,430,605597,2015,24703
4225,Ishuzoku Reviewers,Passione,Comedy|Fantasy|Ecchi,665,218068,2020,40010
4226,Sirius,P.A. Works,Action|Supernatural|Historical|Vampire,1258,121494,2018,37569
4227,Concrete Revolutio: Choujin Gensou,Bones,Action|Drama|Fantasy|Mystery|Sci-Fi|Supernatural|Demons|Super Power,3468,28354,2015,31147
4228,Hajime no Ippo: New Challenger,Madhouse,Comedy|Drama|Sports|Shounen,172,181481,2009,5258
4229,Dragon Ball Kai,Toei Animation,Action|Adventure|Comedy|Fantasy|Martial Arts|Super Power|Shounen,508,264238,2009,6033
4230,Fuuka,Diomedéa,Drama|Romance|Ecchi|Music|School|Shounen,2052,160851,2017,33743
4231,Code Geass: Hangyaku no Lelouch R2,Sunrise,Action|Drama|Sci-Fi|Mecha|Military|Super Power,77,1274923,2008,2904
4232,Sankaku Mado no Sotogawa wa Yoru,Zero-G,Boys Love|Drama|Horror|Mystery|Supernatural,4515,10027,2021,44387
4233,Hakuouki,Studio Deen,Action|Drama|Supernatural|Historical|Samurai|Josei,1508,85319,2010,6895
4234,Pokemon (2019),OLM,Action|Adventure|Comedy|Fantasy|Kids,2558,0,2019,40351
4235,Demi-chan wa Kataritai,A-1 Pictures,Comedy|Fantasy|School|Vampire|Seinen,287,247955,2017,33988
4236,Macross Δ,Satelight,Action|Romance|Sci-Fi|Mecha|Military|Music|Space,2612,27709,2016,28013
4237,Bakuon!!,TMS Entertainment,Comedy|Slice of Life|Seinen,3807,25078,2016,30795
4238,Kono Bijutsubu ni wa Mondai ga Aru!,feel.,Comedy|Romance|School|Seinen,790,139566,2016,31952
4239,Nobunagun,Bridge,Action|Sci-Fi|Super Power,3160,35209,2014,19855
4240,Onegai☆Teacher,Daume,Comedy|Drama|Romance|Sci-Fi|School,1498,118187,2002,195
4241,Special A,Gonzo|AIC,Comedy|Romance|School|Shoujo,721,228617,2008,3470
4242,Vampire Knight: Guilty,Studio Deen,Drama|Mystery|Romance|Supernatural|Vampire|Shoujo,1099,285775,2008,4752
4243,Mermaid Melody Pichi Pichi Pitch,Actas|SynergySP,Adventure|Comedy|Romance|Music|Shoujo,2266,50793,2003,521
4244,Yumekui Merry,J.C.Staff,Action|Supernatural,1878,76534,2011,9331
4245,Nyanko Days,EMT Squared,Comedy|Slice of Life,2884,40520,2017,34148
4246,Hajime no Ippo,Madhouse,Comedy|Drama|Sports|Shounen,139,262070,2000,263
4247,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",SILVER LINK.,Action|Fantasy|Romance|Military,1971,116002,2020,40595
4248,Kekkai Sensen,Bones,Action|Comedy|Fantasy|Supernatural|Super Power|Vampire|Shounen,306,425884,2015,24439
4249,Texhnolyze,Madhouse,Action|Drama|Sci-Fi|Psychological,2018,53649,2003,26
4250,Clockwork Planet,Xebec,Fantasy|Sci-Fi,3089,68676,2017,32407
4251,Fate/Extra: Last Encore,Shaft,Action|Fantasy,2750,99933,2018,33047
4252,Queen's Blade: Rebellion,Arms,Action|Adventure|Fantasy|Ecchi,4749,17275,2012,11859
4253,Qualidea Code,A-1 Pictures,Action|Supernatural,2645,85118,2016,32360
4254,Dog Days,Seven Arcs,Action|Adventure|Fantasy,1889,107139,2011,10155
4255,Renai Boukun,EMT Squared,Comedy|Romance|Supernatural|Ecchi|Harem|School,1567,200434,2017,32262
4256,Yuru Camp△ Season 2,C-Station,Comedy|Slice of Life,413,72086,2021,38474
4257,Kareshi Kanojo no Jijou,Gainax|J.C.Staff,Comedy|Drama|Romance|Slice of Life|School|Shoujo,1107,83877,1998,145
4258,Nijiiro Days,Production Reed,Comedy|Romance|Slice of Life|School|Shoujo,965,114258,2016,31414
4259,Ousama Ranking,Wit Studio,Adventure|Fantasy,720,0,2021,40834
4260,Steins;Gate 0,White Fox,Drama|Sci-Fi|Suspense|Psychological,403,397159,2018,30484
4261,Hatsukoi Monster,Studio Deen,Comedy|Romance|School|Shoujo,4937,42190,2016,31109
4262,Skip Beat!,Hal Film Maker,Comedy|Drama|Romance|Shoujo,561,168372,2008,4722
4263,Durarara!!x2 Ketsu,Shuka,Action|Mystery|Supernatural,336,225552,2016,27833
4264,Inazuma Eleven Go,OLM,Sports|Super Power|Shounen,2113,56303,2011,10507
4265,Pikotarou no Lullaby Lullaby ,DLE,Comedy|Parody,7849,2836,2017,35739
4266,Saint Seiya,Toei Animation,Adventure|Fantasy|Sci-Fi|Shounen,934,107399,1986,1254
4267,Tokyo Magnitude 8.0,Bones|Kinema Citrus,Drama,683,135951,2009,6211
4268,Tennis no Ouji-sama,Trans Arts,Action|Comedy|Sports|School|Shounen,950,85385,2001,22
4269,Yami Shibai,ILCA,Avant Garde|Horror|Supernatural,1964,53269,2013,19383
4270,Barakamon,Kinema Citrus,Comedy|Slice of Life,66,373198,2014,22789
4271,Great Pretender,Wit Studio,Action|Adventure|Comedy|Mystery|Psychological,232,259216,2020,40052
4272,Kimetsu no Yaiba,ufotable,Action|Supernatural|Demons|Historical|Shounen,8,1902832,2019,38000
4273,Shijou Saikyou no Deshi Kenichi,TMS Entertainment,Action|Comedy|Martial Arts|School|Shounen,435,183918,2006,1559
4274,Higashi no Eden,Production I.G,Action|Drama|Mystery|Romance|Sci-Fi|Suspense,375,297582,2009,5630
4275,Mawaru Penguindrum,Brain's Base,Avant Garde|Comedy|Drama|Mystery|Psychological,1082,113869,2011,10721
4276,Juuni Taisen,Graphinica,Action,1842,156627,2017,35076
4277,Overlord,Madhouse,Action|Adventure|Fantasy|Supernatural|Game,104,996889,2015,29803
4278,Sword Art Online: Alicization,A-1 Pictures,Action|Adventure|Fantasy|Romance|Game,382,629058,2018,36474
4279,Sword Art Online,A-1 Pictures,Action|Adventure|Fantasy|Romance|Game,228,2310270,2012,11757
4280,MapleStory,Madhouse,Action|Comedy|Fantasy|Romance|Kids,9080,1275,2007,2719
4281,A-Channel,Studio Gokumi,Comedy|Slice of Life|School|Seinen,2199,51738,2011,9776
4282,Papa no Iukoto wo Kikinasai!,feel.,Comedy|Romance|Slice of Life,1243,122442,2012,11179
4283,SK∞,Bones,Comedy|Sports,344,233127,2021,42923
4284,Anitore! EX,Rising Force,Comedy|Sports,6263,14751,2015,31519
4285,Yu☆Gi☆Oh! Duel Monsters,Gallop,Action|Adventure|Fantasy|Game|Shounen,486,265653,2000,481
4286,Blood Lad,Brain's Base,Action|Comedy|Supernatural|Demons|Vampire|Seinen,402,433572,2013,11633
4287,Blend S,A-1 Pictures,Comedy|Slice of Life,326,391577,2017,34618
4288,Dance with Devils,Brain's Base,Fantasy|Romance|Demons|School|Vampire|Shoujo,3348,67891,2015,29976
4289,Charlotte,P.A. Works,Drama|School|Super Power,151,1054803,2015,28999
4290,Gintama,Sunrise,Action|Comedy|Sci-Fi|Historical|Parody|Samurai|Shounen,356,279686,2006,918
4291,Classroom☆Crisis,Lay-duce,Drama|Romance|Sci-Fi|School,2257,53790,2015,30383
4292,White Album 2nd Season,Seven Arcs,Drama|Romance|Harem|Music,3391,24516,2009,6165
4293,Digimon Adventure:,Toei Animation,Action|Adventure|Comedy|Fantasy|Kids,4272,7672,2020,41074
4294,Re:␣Hamatora,Lerche,Comedy|Drama|Mystery|Super Power,1339,97996,2014,23421
4295,Muv-Luv Alternative: Total Eclipse,Satelight|ixtl,Action|Sci-Fi|Mecha|Military,2422,46840,2012,11021
4296,One Room Second Season,Zero-G,Slice of Life,4340,24381,2018,36431
4297,Toaru Kagaku no Railgun,J.C.Staff,Action|Sci-Fi|Super Power,301,322529,2009,6213
4298,Dance in the Vampire Bund,Shaft,Action|Drama|Romance|Supernatural|Vampire|Seinen,1575,129963,2010,6747
4299,Amagami SS,AIC,Comedy|Romance|Slice of Life|School,932,174009,2010,8676
4300,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,Diomedéa,Action|Comedy|Fantasy|Supernatural,472,376465,2013,15315
4301,Overlord II,Madhouse,Action|Adventure|Fantasy|Supernatural|Game,148,666873,2018,35073
4302,Seiken Tsukai no World Break,Diomedéa,Action|Fantasy|Romance|Supernatural|Harem|School,1545,199967,2015,22663
4303,Black★Rock Shooter ,Ordet|SANZIGEN,Action|Drama|Super Power,1500,212613,2012,11285
4304,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Sunrise,Action|Drama|Sci-Fi|Mecha|Space,1128,81659,2016,33051
4305,Smile Precure!,Toei Animation,Action|Fantasy|Shoujo,3677,20452,2012,12191
4306,Muv-Luv Alternative,Yumeta Company|Graphinica|FLAGSHIP LINE,Action|Drama|Sci-Fi|Mecha|Military,6250,7523,2021,40608
4307,Druaga no Tou: The Aegis of Uruk,Gonzo,Adventure|Comedy|Fantasy,1745,63489,2008,3230
4308,Dog Days',Seven Arcs,Action|Adventure|Fantasy,1941,70935,2012,11783
4309,Senran Kagura,Artland,Action|Comedy|Ecchi|School,3589,46797,2013,15119
4310,Mushishi Zoku Shou,Artland,Adventure|Fantasy|Mystery|Slice of Life|Supernatural|Historical|Seinen,349,130004,2014,21939
4311,Enen no Shouboutai: Ni no Shou,David Production,Action|Supernatural|Shounen,239,335839,2020,40956
4312,Binan Koukou Chikyuu Boueibu LOVE!,Diomedéa,Comedy|Slice of Life|Parody|School,3145,35784,2015,27727
4313,Arifureta Shokugyou de Sekai Saikyou 2nd Season,asread.|studio MOTHER,Action|Adventure|Fantasy|Harem,2912,0,2022,40507
4314,Kimi no Iru Machi,Gonzo,Drama|Romance|Slice of Life|Shounen,2305,73635,2013,17741
4315,Hentai Ouji to Warawanai Neko.,J.C.Staff,Comedy|Romance|Supernatural|Harem|School,724,283093,2013,15225
4316,Kimi ni Todoke,Production I.G,Drama|Romance|Slice of Life|School|Shoujo,167,487604,2009,6045
4317,Megami-ryou no Ryoubo-kun.,asread.,Comedy|Romance|Ecchi|Harem|Shounen,2677,59461,2021,41812
4318,Masamune-kun no Revenge,SILVER LINK.,Comedy|Romance|Harem|School|Shounen,777,528950,2017,33487
4319,Nanatsu no Taizai: Kamigami no Gekirin,Studio Deen,Action|Adventure|Fantasy|Supernatural|Shounen,1480,410773,2019,39701
4320,Makai Ouji: Devils and Realist,Doga Kobo,Comedy|Fantasy|Mystery|Supernatural|Demons|Historical|School|Josei,2338,53285,2013,16890
4321,Maison Ikkoku,Studio Deen,Comedy|Drama|Romance|Slice of Life|Seinen,2452,17022,1986,1453
4322,White Album 2,Satelight,Drama|Romance|Slice of Life|Music,1119,121291,2013,18245
4323,Super Lovers 2,Studio Deen,Boys Love|Comedy|Drama|Romance|Slice of Life,2423,59266,2017,33417
4324,Grisaia no Kajitsu,8bit,Drama|Romance|Harem|Psychological|School,530,366945,2014,17729
4325,Bakemonogatari,Shaft,Mystery|Romance|Supernatural|Vampire,137,772338,2009,5081
4326,.hack//Tasogare no Udewa Densetsu,Bee Train,Adventure|Comedy|Fantasy|Sci-Fi|Game|Shounen,2952,45521,2003,298
4327,Slam Dunk,Toei Animation,Comedy|Drama|Sports|School|Shounen,438,130171,1993,170
4328,Hai to Gensou no Grimgar,A-1 Pictures,Action|Adventure|Drama|Fantasy,410,413504,2016,31859
4329,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,White Fox,Drama|Fantasy|Suspense|Psychological,127,600190,2020,39587
4330,Gintama',Sunrise,Action|Comedy|Sci-Fi|Historical|Parody|Samurai|Shounen,501,233647,2011,9969
4331,Tiger & Bunny,Sunrise,Action|Comedy|Mystery|Super Power,893,98027,2011,9941
4332,Choujigen Game Neptune The Animation,David Production,Action|Comedy|Fantasy|Sci-Fi|Supernatural|Parody,2219,70002,2013,16157
4333,Kuroko no Basket,Production I.G,Comedy|Sports|School|Shounen,60,771832,2012,11771
4334,Fullmetal Alchemist: Brotherhood,Bones,Action|Adventure|Comedy|Drama|Fantasy|Military|Shounen,16,2041622,2009,5114
4335,Mouse,Studio Deen|Studio Hibari|Production Reed,Action|Comedy|Ecchi|Harem|Shounen,5803,10827,2003,624
4336,Inugami-san to Nekoyama-san,Seven,Comedy|Girls Love|School,2948,45144,2014,22123
4337,Captain Earth,Bones,Action|Romance|Sci-Fi|Mecha|Space,3860,25938,2014,21677
4338,Girls Bravo: First Season,AIC Spirits,Comedy|Fantasy|Romance|Ecchi|Harem|School|Shounen,2724,87550,2004,241
4339,Demashita! Powerpuff Girls Z,Toei Animation,Action|Comedy|Sci-Fi|Slice of Life|School|Super Power|Shoujo,4642,14160,2006,1221
4340,Okusama ga Seitokaichou!+!,Seven,Comedy|Romance|Ecchi|School|Shounen,2140,109016,2016,32603
4341,Panty & Stocking with Garterbelt,Gainax,Action|Comedy|Supernatural|Ecchi|Parody,709,204843,2010,8795
4342,Made in Abyss,Kinema Citrus,Adventure|Drama|Fantasy|Mystery|Sci-Fi,97,698125,2017,34599
4343,Tensei shitara Slime Datta Ken,8bit,Action|Adventure|Comedy|Fantasy|Demons,80,822403,2018,37430
4344,Black Cat ,Gonzo,Adventure|Comedy|Sci-Fi|Super Power|Shounen,848,153540,2005,68
4345,Iwa Kakeru!: Sport Climbing Girls,Blade,Comedy|Sports|School,3510,32321,2020,41783
4346,Little Witch Academia ,Trigger,Adventure|Comedy|Fantasy|School,275,318362,2017,33489
4347,Ben-To,David Production,Action|Comedy|Gourmet|Martial Arts,856,198608,2011,10396
4348,Hanamonogatari,Shaft,Comedy|Mystery|Supernatural,195,275321,2014,21855
4349,Aria the Origination,Hal Film Maker,Fantasy|Sci-Fi|Slice of Life|Shounen,1898,34526,2008,3297
4350,Green Green,Studio Matrix,Comedy|Romance|Slice of Life|Ecchi|School,3099,82184,2003,133
4351,Canaan,P.A. Works,Action|Sci-Fi|Supernatural|Super Power|Seinen,1223,98296,2009,5356
4352,Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,Studio Hokiboshi,Romance|Erotica,4771,12468,2021,44044
4353,Kiniro Mosaic,Studio Gokumi,Comedy|Slice of Life|School|Seinen,1405,76690,2013,16732
4354,Shouwa Genroku Rakugo Shinjuu,Studio Deen,Drama|Historical|Josei,728,94869,2016,28735
4355,Danshi Koukousei no Nichijou,Sunrise,Comedy|Slice of Life|School,135,433622,2012,11843
4356,Monster Musume no Iru Nichijou,Lerche,Comedy|Fantasy|Romance|Ecchi|Harem|Seinen,718,486480,2015,30307
4357,Metal Fight Beyblade,Tatsunoko Production|SynergySP|Seven,Adventure|Comedy|Sports|Kids,2149,66983,2009,5962
4358,School Rumble Ni Gakki,Studio Comet,Comedy|Romance|School|Shounen,667,110674,2006,846
4359,Kekkai Sensen & Beyond,Bones,Action|Comedy|Fantasy|Supernatural|Super Power|Vampire|Shounen,373,220033,2017,34451
